sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
2318,PaidAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Doom Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2319,PropPaidAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Doom Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2320,FreeAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Doom Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2321,PropFreeAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Doom Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2322,TrialAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Doom Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2323,PropTrialAcquisitionsPerUU_TitleswDoomDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Doom Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswDoomDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2324,RevenuePerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,RevenuePerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2325,AcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2326,PropAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2327,PaidAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2328,PropPaidAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2329,FreeAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2330,PropFreeAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2331,TrialAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2332,PropTrialAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Dragon Ball Xenoverse 2 Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswDragonBallXenoverse2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2333,RevenuePerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Fifa 20 Demo - Experiment ID 3127,RevenuePerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2334,AcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Fifa 20 Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2335,PropAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Fifa 20 Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2336,PaidAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Fifa 20 Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2337,PropPaidAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Fifa 20 Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2338,FreeAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Fifa 20 Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2339,PropFreeAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Fifa 20 Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2340,TrialAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Fifa 20 Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2341,PropTrialAcquisitionsPerUU_TitleswFifa20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Fifa 20 Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswFifa20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2342,RevenuePerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,RevenuePerUU_TitleswForzaMotorsport7Trial,134369,0.00078738,0.15209708,134920,0.00109915,0.26152469,0.00031177,0.39596038,0.00230871,2.9321393,311.491034,Observable but not Detected,0.70518571
2343,AcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,3.72E-05,0.00609999,134920,2.96E-05,0.00544486,-7.56E-06,-0.2032671,6.24E-05,1.67788137,8.42380885,Observable but not Detected,0.73430993
2344,PropAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,3.72E-05,0.00609999,134920,2.96E-05,0.00544486,-7.56E-06,-0.2032671,6.24E-05,1.67788137,8.42380885,Observable but not Detected,0.73430993
2345,PaidAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,3.72E-05,0.00609999,134920,2.22E-05,0.00471541,-1.50E-05,-0.4024503,5.89E-05,1.58237279,7.94430771,Observable but not Detected,0.47613306
2346,PropPaidAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,3.72E-05,0.00609999,134920,2.22E-05,0.00471541,-1.50E-05,-0.4024503,5.89E-05,1.58237279,7.94430771,Observable but not Detected,0.47613306
2347,FreeAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2348,PropFreeAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2349,TrialAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,0,0,134920,7.41E-06,0.00272246,7.41E-06,Infinity,2.08E-05,null,2.8015852,Observable but not Detected,0.3173123
2350,PropTrialAcquisitionsPerUU_TitleswForzaMotorsport7Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Forza Motorsport 7 Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswForzaMotorsport7Trial,134369,0,0,134920,7.41E-06,0.00272246,7.41E-06,Infinity,2.08E-05,null,2.8015852,Observable but not Detected,0.3173123
2351,RevenuePerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,RevenuePerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2352,AcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2353,PropAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2354,PaidAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2355,PropPaidAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2356,FreeAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2357,PropFreeAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2358,TrialAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2359,PropTrialAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Kingdom Hearts Iii Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswKingdomHeartsIiiDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2360,RevenuePerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,RevenuePerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2361,AcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2362,PropAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2363,PaidAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2364,PropPaidAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2365,FreeAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2366,PropFreeAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2367,TrialAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2368,PropTrialAcquisitionsPerUU_TitleswMegaMan11DemoDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Mega Man 11 Demo Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswMegaMan11DemoDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2369,RevenuePerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Nba 2K20 Demo - Experiment ID 3127,RevenuePerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2370,AcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Nba 2K20 Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2371,PropAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Nba 2K20 Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2372,PaidAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Nba 2K20 Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2373,PropPaidAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Nba 2K20 Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2374,FreeAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Nba 2K20 Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2375,PropFreeAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Nba 2K20 Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2376,TrialAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Nba 2K20 Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2377,PropTrialAcquisitionsPerUU_TitleswNba2K20Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Nba 2K20 Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswNba2K20Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2378,RevenuePerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Prey Trial - Experiment ID 3127,RevenuePerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2379,AcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Prey Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2380,PropAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Prey Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2381,PaidAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Prey Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2382,PropPaidAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Prey Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2383,FreeAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Prey Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2384,PropFreeAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Prey Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2385,TrialAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Prey Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2386,PropTrialAcquisitionsPerUU_TitleswPreyTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Prey Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswPreyTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2387,RevenuePerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,RevenuePerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
